STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,MXSD,TPCP,TSNW,MNTM
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18970601,64,-9999,178,-9999,141
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18970701,381,-9999,703,-9999,203
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18970801,64,-9999,115,-9999,174
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18970901,64,-9999,87,-9999,168
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18971001,-9999,-9999,-9999,-9999,85
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18971101,51,-9999,51,51,-120
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18971201,-9999,-9999,-9999,-9999,-141
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980101,-9999,-9999,-9999,-9999,-121
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980201,76,-9999,76,76,-111
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980301,102,-9999,102,102,-74
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980401,-9999,-9999,-9999,-9999,58
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980501,64,-9999,64,-9999,116
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980601,348,-9999,934,-9999,163
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980701,89,-9999,109,-9999,188
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980801,51,-9999,51,-9999,181
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18980901,229,-9999,381,-9999,124
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18981001,254,-9999,305,51,24
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18981101,51,-9999,76,76,-49
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18981201,0,-9999,0,0,-120
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990101,-9999,-9999,-9999,-9999,-275
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990301,-9999,-9999,-9999,-9999,-144
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990401,-9999,-9999,-9999,-9999,29
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990501,508,-9999,660,-9999,96
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990601,953,-9999,1622,-9999,162
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990701,254,-9999,254,-9999,196
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990801,191,-9999,810,-9999,171
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18990901,84,-9999,160,-9999,124
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18991001,152,-9999,304,152,40
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18991101,64,-9999,64,-9999,21
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,18991201,0,-9999,0,-9999,-114
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000101,0,-9999,0,0,-107
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000201,76,-9999,127,127,-188
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000301,76,-9999,152,152,-76
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000401,0,-9999,0,-9999,100
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000501,140,-9999,239,-9999,142
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000601,84,-9999,130,-9999,183
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000701,686,-9999,732,-9999,187
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000801,470,-9999,652,-9999,205
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19000901,665,-9999,1893,-9999,124
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19001001,145,-9999,262,-9999,85
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19001101,0,-9999,0,-9999,-75
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19001201,-9999,-9999,-9999,0,-106
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010101,25,-9999,41,41,-167
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010201,0,-9999,0,0,-165
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010301,76,-9999,76,76,-60
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010401,41,-9999,41,0,65
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010501,-9999,-9999,-9999,-9999,155
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010601,381,-9999,2061,-9999,151
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010701,556,-9999,1473,-9999,195
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010801,157,-9999,228,-9999,177
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19010901,267,-9999,612,-9999,102
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19011001,0,-9999,0,-9999,73
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19011101,0,-9999,0,-9999,-46
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19011201,76,-9999,177,177,-125
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020101,0,-9999,0,0,-120
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020201,152,-9999,394,330,-130
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020301,84,-9999,84,0,-53
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020401,51,-9999,51,0,42
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020501,318,-9999,519,0,100
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020601,381,-9999,1191,-9999,122
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020701,175,-9999,353,-9999,180
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020801,152,-9999,302,-9999,172
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19020901,112,-9999,112,-9999,107
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19021001,127,-9999,127,-9999,45
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19021101,5,-9999,5,8,-40
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19021201,51,-9999,51,51,-173
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030101,0,-9999,0,0,-148
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030201,-9999,-9999,-9999,-9999,-172
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030301,51,-9999,51,51,-75
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030401,135,-9999,135,-9999,52
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030501,470,-9999,1027,-9999,108
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030601,229,-9999,504,-9999,163
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030701,191,-9999,267,-9999,173
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030801,310,-9999,995,-9999,166
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19030901,533,-9999,858,-9999,83
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19031001,132,-9999,132,-9999,67
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19031101,51,-9999,102,102,-63
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19031201,102,-9999,333,331,-135
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040101,0,-9999,0,0,-183
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040201,102,-9999,204,204,-213
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040301,127,-9999,254,127,-122
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040401,152,-9999,269,177,25
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040501,470,-9999,470,-9999,122
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040601,361,-9999,1039,-9999,152
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040701,211,-9999,567,-9999,164
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040801,229,-9999,782,-9999,156
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19040901,142,-9999,241,-9999,112
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19041001,0,-9999,0,-9999,68
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19041101,-9999,-9999,-9999,-9999,-1
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19041201,102,-9999,110,110,-130
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050101,0,-9999,0,0,-209
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050201,25,-9999,25,25,-109
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050301,76,-9999,76,76,-7
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050401,0,-9999,0,0,35
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050501,208,-9999,658,8,83
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050601,279,-9999,1485,-9999,138
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050701,279,-9999,965,-9999,171
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050801,292,-9999,831,-9999,186
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19050901,89,-9999,203,-9999,138
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19051001,56,-9999,56,0,31
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19051101,152,-9999,228,228,-20
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19051201,51,-9999,51,51,-115
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19060101,152,-9999,406,406,-145
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19060201,0,-9999,0,-9999,-146
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.633333,-100.35,19060301,51,-9999,51,51,-90
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19060501,127,-9999,594,0,124
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19060601,559,-9999,1112,-9999,175
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19060701,343,-9999,508,-9999,195
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19060801,-9999,-9999,-9999,-9999,181
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19060901,122,-9999,236,-9999,163
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19061001,140,-9999,140,0,68
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19061101,114,-9999,203,101,-42
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19061201,152,-9999,380,380,-160
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070101,102,-9999,255,255,-239
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070201,0,-9999,0,0,-143
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070301,51,-9999,152,76,-80
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070401,13,-9999,26,26,1
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070501,0,0,0,0,64
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070601,127,-9999,458,-9999,182
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070701,178,-9999,521,-9999,187
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070801,254,-9999,571,-9999,176
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19070901,109,-9999,203,-9999,112
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19071001,0,-9999,0,0,70
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19071101,0,-9999,0,0,-40
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19071201,25,-9999,38,38,-62
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080101,0,-9999,0,0,-125
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080201,254,-9999,356,356,-98
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080301,51,-9999,203,203,-91
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080401,152,-9999,406,279,67
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080501,178,-9999,389,178,116
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080601,953,-9999,1602,-9999,166
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.283333,19080701,279,-9999,634,-9999,204
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090101,64,305,103,104,-190
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090201,51,406,90,90,-155
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090301,0,381,0,0,-80
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090401,76,0,187,76,3
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090501,254,-9999,984,-9999,101
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090601,122,-9999,459,0,167
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090701,366,-9999,775,-9999,189
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090801,61,-9999,209,-9999,194
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19090901,23,-9999,54,-9999,143
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19091001,51,-9999,69,0,51
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19091101,25,-9999,76,76,-38
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19091201,152,-9999,279,279,-161
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100101,13,305,13,13,-153
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100201,0,-9999,0,0,-180
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100301,142,152,239,-9999,38
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100401,216,-9999,318,0,91
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100501,84,-9999,226,-9999,90
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100601,150,-9999,354,-9999,193
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100701,229,-9999,323,-9999,197
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100801,241,-9999,320,0,162
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19100901,262,-9999,458,-9999,118
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19101001,84,-9999,84,-9999,75
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19101101,51,-9999,76,76,-69
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19101201,25,152,51,51,-130
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110101,51,203,115,115,-202
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110201,254,229,254,254,-187
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110301,25,-9999,25,-9999,-44
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110401,76,-9999,180,101,32
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110501,99,-9999,404,-9999,103
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110601,1041,-9999,1898,-9999,176
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110701,114,-9999,296,-9999,174
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110801,472,-9999,1210,-9999,158
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19110901,155,-9999,635,-9999,112
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19111001,246,-9999,350,0,41
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19111101,51,-9999,114,114,-96
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120101,25,76,38,38,-231
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120201,25,102,38,38,-126
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120301,25,-9999,25,25,-102
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120401,124,-9999,452,25,59
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120501,356,-9999,1100,-9999,115
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120601,135,-9999,277,-9999,134
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120701,102,-9999,635,-9999,164
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120801,203,-9999,654,-9999,171
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19120901,213,-9999,761,-9999,105
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19121001,102,-9999,176,102,55
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19121101,25,-9999,25,25,-17
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19121201,76,-9999,252,252,-112
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130101,76,-9999,153,140,-198
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130201,51,-9999,76,76,-182
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130301,51,-9999,139,114,-95
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130401,76,-9999,89,76,62
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130501,140,-9999,295,-9999,105
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130601,203,-9999,402,-9999,172
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130701,178,-9999,377,-9999,178
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130801,262,-9999,696,-9999,193
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19130901,102,-9999,318,0,130
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19131001,198,0,356,-9999,27
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19131101,41,-9999,41,0,-3
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19131201,25,-9999,25,25,-75
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140101,102,-9999,431,355,-126
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140201,102,-9999,191,191,-206
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140301,152,-9999,460,241,-44
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140401,140,-9999,333,51,41
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140501,231,-9999,567,-9999,120
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140601,221,-9999,925,-9999,153
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140701,178,-9999,447,-9999,212
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140801,234,-9999,634,-9999,169
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19140901,109,-9999,244,-9999,129
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19141001,66,-9999,112,-9999,79
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19141101,102,-9999,211,178,-63
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19141201,51,-9999,266,228,-165
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19150101,102,102,281,281,-191
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19150201,127,-9999,140,140,-93
GHCND:USC00329445,WILLOW CITY ND US,448.1,48.6,-100.316667,19150301,0,0,0,0,-54
